	birthdate	current_location	blood_group	name	address	company	ssn	sex	race
1974	15 Jul 1915	(Decimal('-69.499901'), Decimal('-172.151638'))	B+	Kimberly Kelly	"5936 Jimmy Forge
Nancyberg, HI 65941"	Miller, Wright and Dunn	075-28-7435	F	White
1975	12/19/1996, 00:00:00	(Decimal('14.0729095'), Decimal('49.686697'))	O+	Thomas Olsen	"92445 Armstrong Square
Jefferyburgh, KS 49052"	Brown Inc	610-35-7964	M	White
1976	1922-08-20	(Decimal('-78.3171115'), Decimal('24.721072'))	B+	James Green	"35903 Steven Circle
West Paulafort, NC 26991"	Dean-Watts	796-55-4880	M	White
1977	1955/11/09	(Decimal('40.655846'), Decimal('-143.023848'))	AB-	Benjamin Carpenter	"6568 Jessica Rest
Gatestown, WY 02749"	Hull-Stone	134-99-5612	M	White
1978	1965-11-20	(Decimal('-16.329666'), Decimal('-154.190727'))	A+	Benjamin Jackson	"858 Adriana Ports Suite 438
Davidtown, MO 45215"	Craig, Johnson and Mclaughlin	460-88-3818	M	White
1979	06/26/1997, 00:00:00	(Decimal('-49.8518085'), Decimal('-84.683018'))	AB-	Devin Mejia	"41846 Martin Underpass Suite 919
North Kennethview, IL 42114"	Mills, Holt and Roberts	537-65-8669	M	Indian
1980	27 Oct 1979	(Decimal('79.941850'), Decimal('127.459558'))	AB-	Michelle Harding	"07775 Roberts View Apt. 720
Emilytown, DC 89389"	Carter, Bray and Silva	237-42-5128	F	White
1981	2019-10-20	(Decimal('39.2392815'), Decimal('-27.983786'))	O+	Anthony Dodson	"85290 Martin Club
South Kristen, FL 26569"	Gonzalez and Sons	799-71-5761	M	White
1982	1921/03/27	(Decimal('24.938820'), Decimal('6.568311'))	AB+	Timothy Guzman	"50491 Kylie Extensions Suite 999
Lake Leah, AL 31250"	Carey Inc	161-52-7978	M	White
1983	10/28/1977, 00:00:00	(Decimal('-3.067753'), Decimal('-161.541305'))	AB-	Amanda Callahan	"Unit 3772 Box 6980
DPO AA 70530"	Aguilar-White	784-85-8127	F	Asian
1984	04 Mar 1981	(Decimal('56.3515685'), Decimal('46.395861'))	O+	Meghan Rogers	"839 Jackson Crescent Apt. 418
Fischerport, OR 97429"	Bush, Turner and Berry	090-71-0318	F	White
1985	1939/09/08	(Decimal('-50.397673'), Decimal('177.163635'))	B-	Hannah Anderson	"PSC 4421, Box 1211
APO AE 54942"	Murray Ltd	546-29-5703	F	White
1986	2008/01/04	(Decimal('30.618735'), Decimal('40.672523'))	AB-	William Rodriguez	"4803 Riggs Crossing Suite 152
New Mitchell, SC 98050"	Evans-Baird	605-06-2588	M	Black
1987	08/29/1997, 00:00:00	(Decimal('-72.023666'), Decimal('-146.394837'))	O-	Mrs. Jennifer Moss	"238 Wilson Motorway
Singhton, WA 23211"	Hernandez, Wong and Sanchez	540-97-6885	F	White
1988	2008-08-14	(Decimal('-62.325638'), Decimal('126.952942'))	B+	Justin Le	"55814 Copeland Camp
South Randyton, SC 38910"	Riley PLC	236-97-3379	M	Hawaiian
1989	11/18/1969, 00:00:00	(Decimal('-25.097560'), Decimal('-106.092983'))	A+	Sharon Smith	"PSC 8779, Box 1229
APO AA 28026"	Lewis, Smith and Vargas	526-23-4045	F	White
1990	1963/12/13	(Decimal('86.304387'), Decimal('-87.724394'))	AB+	Patricia Swanson	"Unit 7283 Box 2884
DPO AE 79569"	Chavez-Ayala	133-34-7377	F	Black
1991	2018/07/03	(Decimal('-26.0886895'), Decimal('-94.649798'))	AB-	Lindsey Lee	"64987 Teresa Locks
Lake Kendra, ND 27046"	Edwards, Ferrell and Hart	373-35-2975	F	White
1992	1974/09/07	(Decimal('-85.5859565'), Decimal('-21.106287'))	AB+	Kevin Myers	"822 Merritt Court
Thomasberg, MN 94491"	Baker, Miller and Walters	250-57-2106	M	White
1993	08/17/1915, 00:00:00	(Decimal('75.1415665'), Decimal('-19.532565'))	B+	Lindsay Alexander	"735 Zoe Islands Suite 212
East Vickiechester, AR 76114"	Evans, Garcia and Kemp	241-05-3562	F	White
1994	13 Jul 1967	(Decimal('-31.293202'), Decimal('49.679843'))	O-	Sarah Smith	"PSC 3891, Box 2452
APO AP 65929"	Williams Inc	822-58-0973	F	White
1995	1934/03/23	(Decimal('-37.654333'), Decimal('-48.091362'))	B-	Michelle Johnson	"3977 Timothy Walks
Sophialand, NH 20839"	Rivers and Sons	544-48-1206	F	Black
1996	06/05/1968, 00:00:00	(Decimal('57.7666555'), Decimal('59.880856'))	AB-	Tracy Schmidt	"34655 William Viaduct Apt. 225
West Edward, AK 68093"	Spence, Moss and Bruce	314-40-4104	F	White
1997	2015-02-05	(Decimal('-18.5853455'), Decimal('20.548213'))	B-	Keith Heath	"Unit 9325 Box 8912
DPO AA 77400"	Wilson and Sons	193-34-3990	M	Hawaiian
1998	10 Apr 1907	(Decimal('62.822408'), Decimal('178.478097'))	A-	Sarah Hines	"9215 Chris Place Apt. 866
South Tanyachester, NE 52820"	Kaufman, Morris and Rodriguez	557-35-1085	F	Black
1999	1984/02/22	(Decimal('-23.958870'), Decimal('-40.350208'))	O+	David Anderson	"745 Hull Fall Suite 760
Port Yeseniahaven, NE 39894"	Howell Group	163-47-4893	M	White
2000	1909-04-16	(Decimal('57.647286'), Decimal('-69.679110'))	A-	Daniel Lee	"964 Burgess Burgs
Lake Teresaland, PA 99618"	Norton-Guerrero	537-21-9352	M	White
2001	08/27/2013, 00:00:00	(Decimal('38.6308845'), Decimal('96.816171'))	AB-	Austin Aguirre	"368 Matthew Manor
Lake Timothy, NE 18854"	Harrison and Sons	889-28-6380	M	White
2002	06 Oct 1986	(Decimal('85.357823'), Decimal('-158.907460'))	O-	Stephen Spencer	"USCGC Rose
FPO AE 40978"	Brown Inc	847-94-2857	M	Black
2003	1992-03-24	(Decimal('-8.0065525'), Decimal('-14.269496'))	AB-	Dr. Amy Roberts	"48032 Wright Garden
North Tammy, UT 76821"	Bullock, Armstrong and Lee	720-12-8065	F	Indian
2004	2017/08/24	(Decimal('11.796990'), Decimal('179.526298'))	B-	Brian Thompson	"5430 Bruce Passage Suite 153
West Vickiside, IL 82733"	Johnson Group	502-40-5414	M	White
2005	28 Mar 1972	(Decimal('-82.0821425'), Decimal('165.621329'))	A-	Angela Jackson	"961 Baldwin Club Apt. 826
West Robertmouth, IN 88195"	Compton-Peterson	107-07-4897	F	White
2006	2006/06/14	(Decimal('-54.0249775'), Decimal('-145.989480'))	A-	Dean George	"46368 Nelson Terrace Suite 303
New Shirley, FL 62373"	Terrell-Hall	647-42-4869	M	White
2007	1929-06-14	(Decimal('14.7443355'), Decimal('88.159916'))	B+	Terry Johnson	"357 Wade Flats Suite 088
North Ashley, OK 75076"	Garner-Taylor	475-56-8602	M	White
2008	1931/05/21	(Decimal('-73.7897085'), Decimal('177.481526'))	B-	Kristin Deleon	"37421 Stewart Avenue
West Aprilfort, SD 80721"	Levine-Reyes	622-15-5360	F	Black
2009	1968/05/18	(Decimal('79.6382745'), Decimal('-136.093722'))	A-	Jeffrey Grant	"534 Sarah Track Apt. 831
Petersside, OR 86780"	Kramer Group	315-70-8282	M	White
2010	1943-04-30	(Decimal('-70.7100275'), Decimal('-123.639840'))	A+	Mr. Mitchell Jenkins	"Unit 9752 Box 4722
DPO AA 02883"	Harris-Reyes	503-56-1034	M	Asian
2011	06/13/1946, 00:00:00	(Decimal('86.099944'), Decimal('93.776825'))	AB+	Jennifer Martin	"08832 Francis Lake Suite 310
Rebeccaville, TX 52502"	Hernandez-Clark	488-46-7796	F	White
2012	06/29/1993, 00:00:00	(Decimal('80.349978'), Decimal('173.631746'))	A+	Danny Castillo	"777 Brenda Mountains Apt. 581
East Catherine, WY 90635"	Dillon Inc	249-09-4874	M	Black
2013	18 Apr 1970	(Decimal('6.5236885'), Decimal('147.052523'))	AB-	Thomas Wright	"9511 Allen Bridge
Johnsontown, NC 05440"	Bryant, Macias and Mcdonald	432-49-4857	M	White
2014	07/10/1985, 00:00:00	(Decimal('23.1635295'), Decimal('117.696820'))	O-	Roger Chung	"13652 Downs Fords
East Sarahland, CA 10818"	Nash PLC	313-62-2032	M	White
2015	1923/01/08	(Decimal('25.297106'), Decimal('32.422220'))	AB-	Jennifer Finley	"70621 Yang Valleys Apt. 363
New Kimberlyside, HI 84076"	Mcguire-Miller	393-82-8509	F	Black
2016	04/27/1997, 00:00:00	(Decimal('49.094913'), Decimal('-49.458589'))	O+	Felicia Crawford	"1078 Hamilton Court Suite 031
Durhamshire, ME 29814"	Martinez, Nguyen and Adams	110-60-7352	F	Black
2017	1992-10-16	(Decimal('10.197351'), Decimal('66.459618'))	A+	Christian Smith	"152 Schroeder Estates Suite 850
New Sonya, ND 85154"	Newton-Bates	834-20-0583	M	Black
2018	03 Jan 1931	(Decimal('66.6886525'), Decimal('54.494003'))	AB+	Thomas Petty	"269 Graves Cape Apt. 454
Garciabury, NV 96950"	Golden, Nash and Hebert	125-59-2955	M	White
2019	1980-09-22	(Decimal('14.4381025'), Decimal('160.028871'))	O-	James Castillo	"8668 Melissa Ridge
Lake Nancyville, MT 49362"	Townsend-Williams	488-36-0861	M	Black
2020	1945/08/14	(Decimal('-80.050604'), Decimal('84.152581'))	A-	Gina Rodriguez	"6283 Joshua Plaza
Johnmouth, OH 96593"	Hayes PLC	633-32-7314	F	White
2021	1949/03/03	(Decimal('22.8354255'), Decimal('110.591673'))	A-	Jane Hall	"27387 Smith Island Suite 447
Port Rebecca, CO 90053"	Smith and Sons	845-30-7574	F	Black
2022	2008/01/16	(Decimal('87.0467025'), Decimal('-173.033585'))	A-	Katie Kent	"12894 Banks Estates
Stoutborough, PA 12198"	Baker Inc	681-68-0702	F	black
2023	2011/12/20	(Decimal('-86.1777515'), Decimal('129.242533'))	AB+	Adam Butler	"1407 Brian Parkways Suite 099
Garyland, TX 90278"	Edwards, Taylor and Rice	890-92-2590	M	Black
2024	1980/08/06	(Decimal('76.083118'), Decimal('132.696952'))	AB-	Martin Jordan	"99457 Amber Isle
South Lisaview, NJ 70104"	Schultz LLC	489-53-1224	M	white
2025	1983/03/23	(Decimal('-30.6902495'), Decimal('33.883284'))	AB-	Jose Richards	"80992 Garcia Route
Jenniferborough, WY 75874"	Parker-Herrera	150-12-9112	M	Black
2026	29 May 2008	(Decimal('7.1212035'), Decimal('-156.991258'))	B+	Randall Torres	"829 Heather Estate Suite 398
Colleenport, DC 54995"	Thompson Group	712-68-3919	M	White
2027	28 Mar 2017	(Decimal('-23.483937'), Decimal('-0.379388'))	AB-	Mrs. Katherine Price DVM	"09341 Strong Shores
South Lesliemouth, WI 04191"	Ward-Arroyo	697-09-5303	F	White
2028	1915-01-15	(Decimal('-1.6296955'), Decimal('85.405994'))	O+	James Carter	"2956 Ortiz Club
New Donald, AK 05502"	Haynes Ltd	487-37-6816	M	White
2029	1962/09/23	(Decimal('65.980953'), Decimal('-118.714301'))	AB+	Benjamin Rogers	"58689 Terry Views Suite 487
Bondside, NH 86715"	Hoover, Perkins and Garza	004-29-6195	M	White
2030	09/02/2007, 00:00:00	(Decimal('-75.256097'), Decimal('-62.835512'))	AB+	Richard Taylor	"544 Michael Causeway Apt. 727
Wallerfurt, CA 36790"	Ingram, Meadows and Simmons	563-33-6191	M	White
2031	09 Jan 1965	(Decimal('-30.675550'), Decimal('-156.973080'))	O+	Jamie Walker	"894 Craig Stream
Carrieberg, DE 73820"	Sampson Ltd	276-34-6805	F	White
2032	1912/08/02	(Decimal('-5.734261'), Decimal('58.417547'))	B-	Julie Baker	"2568 Amanda Forest
New Beth, MO 64976"	Young, Nelson and Nguyen	155-31-4532	F	Indian
2033	1946-06-02	(Decimal('17.3414355'), Decimal('1.809469'))	A-	Beth Flowers	"1996 Megan Way Suite 309
Freemanberg, LA 16413"	Jones Inc	438-39-4054	F	White
2034	1979-02-21	(Decimal('-56.0299595'), Decimal('142.927387'))	A+	Whitney Davis	"50072 Ricky Keys Apt. 854
Lake Michaelborough, OH 55691"	Bell-Moore	048-19-9477	F	White
2035	20 Oct 2015	(Decimal('62.115323'), Decimal('86.225558'))	B+	Paul Mathews	"04540 Stephen Crest Apt. 139
East Amymouth, ID 70230"	Jackson-Marsh	414-07-5580	M	White
2036	2017-01-19	(Decimal('-61.5763825'), Decimal('-113.691171'))	O+	Matthew Schmidt	"585 Michael Junction
West John, CT 82292"	Wilson PLC	744-05-1087	M	black
2037	12/19/1916, 00:00:00	(Decimal('-32.990943'), Decimal('165.212264'))	A-	Maria Cervantes	"80080 Briana Isle Apt. 957
Shelleyville, IN 57026"	Schwartz-Velez	639-38-7029	F	White
2038	1921/07/08	(Decimal('56.401229'), Decimal('-123.810020'))	AB-	Donna Mejia	"3219 Charles Stream Suite 579
Dixontown, NE 12490"	Payne-Long	492-54-1261	F	Indian
2039	25 Sep 1926	(Decimal('67.7217735'), Decimal('-174.327116'))	O-	Jill Morales	"29508 Andrea Rue
Port Jamie, VT 56316"	Mckee, Wilson and Jimenez	268-27-7229	F	Black
2040	18 Oct 1961	(Decimal('68.3475875'), Decimal('-95.867701'))	O+	Michael Cook	"179 Jennifer Dale
Meltonstad, AZ 74803"	Rodriguez-Rivera	772-42-0803	M	White
2041	09 Jul 1974	(Decimal('-0.101310'), Decimal('-21.543743'))	A+	Nicholas Richard	"8693 Hayley Squares Apt. 758
Bridgesmouth, IL 23282"	Thompson, Lewis and Smith	007-83-6721	M	Asian
2042	1939/12/08	(Decimal('-25.888200'), Decimal('-174.443272'))	B-	Cynthia Lee	"998 Lauren Turnpike
East Clinton, DC 98113"	Crawford-Riley	610-54-3785	F	Asian
2043	05/02/1927, 00:00:00	(Decimal('-3.3815115'), Decimal('-7.516961'))	O+	Diane Smith	"PSC 7878, Box 2890
APO AP 92427"	Martin-Burke	862-65-1571	F	White
2044	1924/10/14	(Decimal('86.535629'), Decimal('-97.346323'))	A-	Jennifer Davis	"9831 Alexandria Locks Apt. 689
Port Carriebury, MN 02008"	Santos Ltd	283-69-5913	F	White
2045	1929/12/04	(Decimal('-32.014836'), Decimal('-140.704358'))	AB-	Victor Hensley	"5444 Bryan Road Suite 170
Smithberg, UT 07618"	Craig, Anderson and Reyes	655-89-6564	M	White
2046	1924/12/12	(Decimal('84.5071635'), Decimal('-63.730676'))	B+	Sara Sanchez	"054 Richard Avenue
West Alejandro, FL 63640"	Scott Inc	354-47-7962	F	Black
2047	1954/08/15	(Decimal('80.733791'), Decimal('5.871149'))	AB+	Jesse Alexander	"5754 Adams Burg Suite 291
Markview, ND 81741"	Bradshaw-Johnston	744-62-2460	M	White
2048	05 May 1985	(Decimal('72.1314715'), Decimal('-158.480458'))	AB-	Bradley Lee	"30135 Brown Street
West Caitlynfurt, MI 56340"	Hoffman, Holden and Gibbs	751-16-5339	M	White
2049	2019-05-31	(Decimal('41.934456'), Decimal('-158.607908'))	A-	Joseph Conway	"2217 Christopher Avenue
West Paulborough, NY 57664"	Huber and Sons	838-12-2257	M	White
2050	2018/09/28	(Decimal('-63.8728375'), Decimal('-127.937194'))	B-	Matthew Soto	"USS Bell
FPO AA 06877"	Boyd LLC	897-71-3798	M	Black
2051	09/29/1966, 00:00:00	(Decimal('33.099757'), Decimal('-2.777194'))	A+	Benjamin Miller	"53756 Gross Avenue
South Ryan, ME 87516"	Schultz Group	150-68-4827	M	Asian
2052	1926-02-20	(Decimal('-18.762574'), Decimal('137.097302'))	A-	Rebecca Miller	"56765 Sheena Shoal Apt. 089
West Gailtown, MA 95251"	White, Davenport and Olsen	326-59-1547	F	Indian
2053	31 Jul 2012	(Decimal('-15.5753075'), Decimal('-73.774984'))	A-	David Perry	"56210 Pearson Mount Suite 047
Michellestad, MO 05363"	Brown-Swanson	170-99-6368	M	Indian
2054	09/11/1933, 00:00:00	(Decimal('79.754661'), Decimal('-94.413253'))	O-	Peter Baird	"726 Jonathan Expressway Apt. 075
New Carloschester, PA 51937"	Woods, Wolf and Hunter	065-31-7949	M	White
2055	1928-09-06	(Decimal('-40.5973375'), Decimal('-64.942137'))	O+	Nicholas Duncan	"USCGC Hernandez
FPO AP 41122"	Hill-Gonzales	531-27-9242	M	Indian
2056	1911-04-09	(Decimal('-85.4946155'), Decimal('-79.470677'))	A-	Rita Price	"USNS Anderson
FPO AP 63802"	Montoya-Peterson	074-18-0734	F	White
2057	16 Feb 1953	(Decimal('-39.2960485'), Decimal('-3.673534'))	B+	Heather Nguyen	"143 Brown Lakes
Bryanfurt, KS 08031"	Carter, Lambert and Brewer	276-61-1124	F	White
2058	26 Mar 1996	(Decimal('-77.5953825'), Decimal('143.990818'))	A+	Brian Gates	"8721 Brenda Wells
Port Kathleenmouth, NJ 61786"	Smith-Rodriguez	379-68-8549	M	Asian
2059	1952-07-03	(Decimal('59.7018365'), Decimal('45.293337'))	B-	Wendy Heath	"624 Davis Extensions
Moorehaven, NC 74720"	Rodriguez Ltd	649-38-4977	F	White
2060	1936/11/27	(Decimal('-71.242505'), Decimal('-30.127480'))	O-	Troy Meadows	"96530 Boyer Orchard Suite 523
Williambury, AR 70003"	Mendoza-Suarez	788-20-6065	M	Indian
2061	1911-11-24	(Decimal('19.3006435'), Decimal('118.872647'))	A+	Janet Hines DDS	"85074 Patel Estate Suite 119
West Ericastad, MD 48587"	Miller and Sons	731-09-7178	F	Black
2062	12/04/1946, 00:00:00	(Decimal('2.422032'), Decimal('-72.873392'))	B-	Michael Terry	"43065 Lopez Course
Clarkside, LA 66458"	Berry LLC	294-36-3700	M	White
2063	25 Sep 1978	(Decimal('-56.948377'), Decimal('10.844516'))	B+	Katie Lopez	"Unit 2713 Box 5414
DPO AP 50501"	Smith-Smith	890-32-9145	F	White
2064	12/17/1994, 00:00:00	(Decimal('71.336916'), Decimal('134.778531'))	O-	Timothy Moore	"184 Hart Causeway
Farrellberg, MT 34521"	Bailey Ltd	831-14-3480	M	White
2065	1964/02/29	(Decimal('-49.8623175'), Decimal('35.209333'))	B+	David Ortega	"Unit 2743 Box 4585
DPO AE 40264"	Wright PLC	660-81-3706	M	White
2066	10/12/2007, 00:00:00	(Decimal('-12.997470'), Decimal('132.949736'))	AB-	Susan Higgins	"0678 Gray Club
South Kellyfurt, VT 80061"	Brown-Logan	837-87-4502	F	White
2067	12/30/1995, 00:00:00	(Decimal('31.9852175'), Decimal('91.288448'))	B+	Justin Hampton	"26663 Jennifer Stream
Baileyview, VT 68915"	Stone-Roberts	808-82-7796	M	White
2068	02/07/1978, 00:00:00	(Decimal('72.5306575'), Decimal('-174.496036'))	O+	Denise Nichols	"79926 Walker Forks Apt. 405
West Thomas, NV 80806"	Thompson-Ortiz	448-37-0090	F	Hawaiian
2069	04/21/2014, 00:00:00	(Decimal('-78.0332545'), Decimal('-88.696004'))	O-	Theresa Santos	"PSC 6678, Box 0586
APO AA 31707"	Villegas-Thompson	420-65-8046	F	White
2070	1930/10/31	(Decimal('-35.167993'), Decimal('-109.437513'))	B-	Ashley Allen	"1218 Heather Mount
New Alexanderport, CA 29104"	Shelton, Jordan and Wallace	132-85-4006	F	Black
2071	06/04/1944, 00:00:00	(Decimal('6.8738165'), Decimal('-54.815179'))	B-	John Hoffman	"3146 Victoria Squares Suite 341
Smithfurt, IL 79145"	Norton-Harrison	257-87-4404	M	White
2072	1972/05/30	(Decimal('-88.0099635'), Decimal('97.761729'))	A+	Brandon Montoya	"195 Benjamin Coves Apt. 720
Lawrenceside, FL 13256"	Ho, Wright and Morrison	159-55-6027	M	White
2073	1928/05/26	(Decimal('-66.741748'), Decimal('-141.284181'))	O-	Sandra Moore	"219 Wilson Rue Apt. 303
Cruzview, FL 20214"	Perez-Hill	273-58-1904	F	Black
2074	1935/07/18	(Decimal('-34.531568'), Decimal('-78.990607'))	AB+	John Rodriguez	"04811 Mark Ports Apt. 384
Erikton, DE 43983"	Anderson-Chen	019-75-6193	M	White
2075	03 Nov 1981	(Decimal('-82.943082'), Decimal('-28.319558'))	AB-	Brooke White	"1081 Justin Landing
Mejiahaven, MA 82639"	Avery-Bauer	531-51-5703	F	White
2076	25 May 1910	(Decimal('36.3354365'), Decimal('143.315400'))	A-	Judy Cox	"1061 Robert Court Apt. 687
Ashleyfurt, CA 24929"	Lambert-Adams	882-45-3442	F	White
2077	11/07/2007, 00:00:00	(Decimal('-89.069277'), Decimal('160.206459'))	B+	Brittany Griffin	"42397 Wood Via Apt. 256
West Molly, CA 87855"	Santos-Duran	790-11-9007	F	black
2078	03 Mar 1915	(Decimal('7.486084'), Decimal('-61.291629'))	AB-	Brenda Perez	"78558 Tiffany Lane Apt. 451
Woodside, VT 96889"	Cline Inc	465-86-7245	F	White
2079	1922-01-28	(Decimal('-68.134256'), Decimal('22.181130'))	O-	Jessica Burke	"82519 Vincent Landing
West Anafurt, IL 31821"	Morales-Bailey	173-90-4597	F	Asian
2080	1921-04-09	(Decimal('-80.0975415'), Decimal('150.107700'))	O-	Joseph Simmons	"603 Victoria Crescent Suite 633
Reillyland, TX 54838"	Miller, Fleming and Cannon	492-28-8037	M	Asian
2081	1951/06/04	(Decimal('44.7623985'), Decimal('-27.606173'))	B-	Linda Anderson	"06106 Campbell Turnpike Apt. 745
Dianastad, DE 39837"	Ross, Sanchez and Moreno	306-02-3553	F	Black
2082	10/28/2019, 00:00:00	(Decimal('49.413650'), Decimal('-8.770051'))	O+	Carly Graham	"79770 Shaffer Lake Apt. 311
Port Kevin, MI 70795"	Garrett, Reyes and Watts	328-32-4565	F	Black
2083	15 Mar 1981	(Decimal('-44.6679475'), Decimal('-130.779573'))	B+	Emily Lewis	"51076 Adams Spring Apt. 743
Hawkinsberg, IL 33506"	Kennedy, Fernandez and Clark	490-24-5612	F	White
2084	11/08/1922, 00:00:00	(Decimal('70.2927885'), Decimal('178.986703'))	A-	Cory Guerrero	"677 Colleen Freeway Apt. 637
East Kevin, KS 50859"	Shaw Group	592-74-3257	M	Black
2085	1989-06-21	(Decimal('-27.583941'), Decimal('74.578271'))	A-	Stephanie Rivera	"Unit 4577 Box 1969
DPO AE 12760"	Smith-Oneal	767-32-7532	F	Asian
2086	1982/03/30	(Decimal('-45.218775'), Decimal('-58.274009'))	O+	Elizabeth Kirby	"91081 Amanda Ford Suite 823
South Judithborough, NE 91026"	Russell, Young and Long	271-08-7884	F	Asian
2087	1980/01/31	(Decimal('62.9714665'), Decimal('156.997325'))	O-	Jose Lee	"Unit 7952 Box 6554
DPO AE 34406"	Morgan-Graham	610-69-2220	M	Black
2088	07/26/1949, 00:00:00	(Decimal('32.6219095'), Decimal('128.927317'))	A-	John Gonzalez	"Unit 6345 Box 5303
DPO AP 44706"	Lucas LLC	563-26-7355	M	White
2089	10 Aug 1954	(Decimal('69.814782'), Decimal('78.691119'))	AB+	Jennifer Espinoza	"49382 Rodriguez Gateway
Starkshire, FL 83146"	Owen, Sanford and Marshall	229-74-4574	F	Black
2090	1990/02/03	(Decimal('23.784451'), Decimal('-87.022636'))	AB+	Monique Bennett	"06956 Newton Ports Suite 687
South Monicaport, OK 09300"	Ferguson Group	886-39-4693	F	Asian
2091	2003-04-30	(Decimal('-80.3636605'), Decimal('118.023142'))	B+	Dominique Clark	"75853 Devin Trace
Port Jacquelinefurt, SC 95116"	Short, Scott and Walsh	425-12-0673	F	Black
2092	2003-10-30	(Decimal('-41.1060155'), Decimal('-163.557922'))	O-	Robert Thomas	"76149 Alexis Mission Apt. 382
Robbinston, MN 46258"	Jenkins-Charles	747-90-2204	M	White
2093	1971-07-19	(Decimal('-67.513639'), Decimal('56.314484'))	A+	Kelly Lewis	"99269 Hood Corners
Monicatown, MN 39536"	Brown-Patterson	474-43-0441	F	Hawaiian
2094	1915-08-15	(Decimal('-77.7547185'), Decimal('-48.357647'))	AB+	Jessica Moreno	"028 Cindy Springs
Michaelstad, AZ 49540"	Williams and Sons	363-95-9163	F	White
2095	09 Sep 1998	(Decimal('-48.1253745'), Decimal('81.941748'))	A+	Kristina Peterson	"15087 Johnston Pines Suite 920
Johnsonburgh, AZ 01319"	Garcia, Jordan and Pitts	277-09-7248	F	White
2096	2004/03/29	(Decimal('47.946607'), Decimal('25.329544'))	AB-	Megan Mason	"215 Jamie Islands
South Ryanmouth, DC 96152"	Wilson-Hudson	152-29-9201	F	White
2097	12 Aug 2002	(Decimal('-62.655927'), Decimal('-53.788651'))	AB+	Gary Rogers	"7741 Virginia Harbor Apt. 410
Derekton, NE 58803"	Lee-Arnold	096-89-5738	M	Asian
2098	23 May 1919	(Decimal('44.6045495'), Decimal('-173.921844'))	AB+	Joshua Patel	"0843 Gray Ford
Lowerytown, MD 41303"	Stephens, Mccoy and Powers	086-41-5139	M	White
2099	05/06/2008, 00:00:00	(Decimal('-88.705621'), Decimal('120.012975'))	O+	Olivia Garcia	"45691 Durham Estates Suite 426
Lamberthaven, UT 93828"	Bernard-Gutierrez	359-82-7691	F	White
2100	07 Sep 1970	(Decimal('-74.877169'), Decimal('-173.021660'))	B+	Steven Gordon	"3676 Sandra Drives Suite 145
Port Cynthia, IA 91952"	Miller and Sons	340-55-3529	M	black
2101	1985/08/06	(Decimal('88.4834195'), Decimal('-54.156839'))	B-	Brendan Jenkins	"PSC 8107, Box 5547
APO AE 07258"	Collins LLC	228-62-5496	M	White
2102	10/21/1952, 00:00:00	(Decimal('79.3029095'), Decimal('-21.243191'))	B-	Noah Davis	"043 Hernandez Gardens
Randallberg, WA 45441"	Shaffer-Wright	330-21-8860	M	White
